E(P(A)),E(P(B)),algorithm,score
0.9,0.2,UCB,0.8789920000000001
0.9,0.2,ThompsonSampling,0.87878992
0.9,0.2,Greedy,0.92
0.9,0.2,EpsilonGreedy,0.8392000000000001
0.9,0.2,UCB,0.7783920000000001
0.9,0.2,ThompsonSampling,0.93778392
0.9,0.30000000000000004,Greedy,0.89
0.9,0.30000000000000004,EpsilonGreedy,0.9089
0.9,0.30000000000000004,UCB,0.8290890000000001
0.9,0.30000000000000004,ThompsonSampling,0.8682908899999999
0.9,0.30000000000000004,Greedy,0.88
0.9,0.30000000000000004,EpsilonGreedy,0.9388
0.9,0.30000000000000004,UCB,0.889388
0.9,0.30000000000000004,ThompsonSampling,0.84889388
0.9,0.30000000000000004,Greedy,0.81
0.9,0.30000000000000004,EpsilonGreedy,0.8781
0.9,0.30000000000000004,UCB,0.818781
0.9,0.30000000000000004,ThompsonSampling,0.86818781
0.9,0.30000000000000004,Greedy,0.89
0.9,0.30000000000000004,EpsilonGreedy,0.8789
0.9,0.30000000000000004,UCB,0.958789
0.9,0.30000000000000004,ThompsonSampling,0.8895878899999999
0.9,0.30000000000000004,Greedy,0.97
0.9,0.30000000000000004,EpsilonGreedy,0.8497
0.9,0.30000000000000004,UCB,0.888497
0.9,0.30000000000000004,ThompsonSampling,0.84888497
0.9,0.4,Greedy,0.83
0.9,0.4,EpsilonGreedy,0.8583
0.9,0.4,UCB,0.848583
0.9,0.4,ThompsonSampling,0.92848583
0.9,0.4,Greedy,0.88
0.9,0.4,EpsilonGreedy,0.8687999999999999
0.9,0.4,UCB,0.8686879999999999
0.9,0.4,ThompsonSampling,0.9186868799999999
0.9,0.4,Greedy,0.9
0.9,0.4,EpsilonGreedy,0.879
0.9,0.4,UCB,0.7887899999999999
0.9,0.4,ThompsonSampling,0.9378879000000001
0.9,0.4,Greedy,0.91
0.9,0.4,EpsilonGreedy,0.9190999999999999
0.9,0.4,UCB,0.839191
0.9,0.4,ThompsonSampling,0.85839191
0.9,0.4,Greedy,0.92
0.9,0.4,EpsilonGreedy,0.9092
0.9,0.4,UCB,0.879092
0.9,0.4,ThompsonSampling,0.86879092
0.9,0.5,Greedy,0.89
0.9,0.5,EpsilonGreedy,0.8789
0.9,0.5,UCB,0.848789
0.9,0.5,ThompsonSampling,0.92848789
0.9,0.5,Greedy,0.94
0.9,0.5,EpsilonGreedy,0.8593999999999999
0.9,0.5,UCB,0.8885939999999999
0.9,0.5,ThompsonSampling,0.87888594
0.9,0.5,Greedy,0.9
0.9,0.5,EpsilonGreedy,0.8690000000000001
0.9,0.5,UCB,0.76869
0.9,0.5,ThompsonSampling,0.9176869
0.9,0.5,Greedy,0.94
0.9,0.5,EpsilonGreedy,0.9394
0.9,0.5,UCB,0.919394
0.9,0.5,ThompsonSampling,0.91919394
0.9,0.5,Greedy,0.86
0.9,0.5,EpsilonGreedy,0.8886
0.9,0.5,UCB,0.888886
0.9,0.5,ThompsonSampling,0.91888886
0.9,0.6000000000000001,Greedy,0.92
0.9,0.6000000000000001,EpsilonGreedy,0.9092
0.9,0.6000000000000001,UCB,0.929092
0.9,0.6000000000000001,ThompsonSampling,0.84929092
0.9,0.6000000000000001,Greedy,0.92
0.9,0.6000000000000001,EpsilonGreedy,0.8892
0.9,0.6000000000000001,UCB,0.868892
0.9,0.6000000000000001,ThompsonSampling,0.86868892
0.9,0.6000000000000001,Greedy,0.88
0.9,0.6000000000000001,EpsilonGreedy,0.8488
0.9,0.6000000000000001,UCB,0.908488
0.9,0.6000000000000001,ThompsonSampling,0.8790848800000001
0.9,0.6000000000000001,Greedy,0.87
0.9,0.6000000000000001,EpsilonGreedy,0.8787
0.9,0.6000000000000001,UCB,0.8587870000000001
0.9,0.6000000000000001,ThompsonSampling,0.86858787
0.9,0.6000000000000001,Greedy,0.87
0.9,0.6000000000000001,EpsilonGreedy,0.9187000000000001
0.9,0.6000000000000001,UCB,0.829187
0.9,0.6000000000000001,ThompsonSampling,0.95829187
0.9,0.7000000000000001,Greedy,0.87
0.9,0.7000000000000001,EpsilonGreedy,0.8387
0.9,0.7000000000000001,UCB,0.898387
0.9,0.7000000000000001,ThompsonSampling,0.86898387
0.9,0.7000000000000001,Greedy,0.88
0.9,0.7000000000000001,EpsilonGreedy,0.9188
0.9,0.7000000000000001,UCB,0.8991880000000001
0.9,0.7000000000000001,ThompsonSampling,0.8789918800000001
0.9,0.7000000000000001,Greedy,0.89
0.9,0.7000000000000001,EpsilonGreedy,0.8889
0.9,0.7000000000000001,UCB,0.8288890000000001
0.9,0.7000000000000001,ThompsonSampling,0.8582888900000001
0.9,0.7000000000000001,Greedy,0.87
0.9,0.7000000000000001,EpsilonGreedy,0.9087000000000001
0.9,0.7000000000000001,UCB,0.889087
0.9,0.7000000000000001,ThompsonSampling,0.87889087
0.9,0.7000000000000001,Greedy,0.89
0.9,0.7000000000000001,EpsilonGreedy,0.8689
0.9,0.7000000000000001,UCB,0.788689
0.9,0.7000000000000001,ThompsonSampling,0.83788689
0.9,0.8,Greedy,0.87
0.9,0.8,EpsilonGreedy,0.9387000000000001
0.9,0.8,UCB,0.869387
0.9,0.8,ThompsonSampling,0.9586938700000001
0.9,0.8,Greedy,0.93
0.9,0.8,EpsilonGreedy,0.7793000000000001
0.9,0.8,UCB,0.887793
0.9,0.8,ThompsonSampling,0.9188779300000001
0.9,0.8,Greedy,0.94
0.9,0.8,EpsilonGreedy,0.9094
0.9,0.8,UCB,0.879094
0.9,0.8,ThompsonSampling,0.9187909400000001
0.9,0.8,Greedy,0.9
0.9,0.8,EpsilonGreedy,0.919
0.9,0.8,UCB,0.9091899999999999
0.9,0.8,ThompsonSampling,0.8990918999999999
0.9,0.8,Greedy,0.89
0.9,0.8,EpsilonGreedy,0.9189
0.9,0.8,UCB,0.919189
0.9,0.8,ThompsonSampling,0.88919189
0.9,0.9,Greedy,0.94
0.9,0.9,EpsilonGreedy,0.9194
0.9,0.9,UCB,0.8991939999999999
0.9,0.9,ThompsonSampling,0.8889919399999999
0.9,0.9,Greedy,0.87
0.9,0.9,EpsilonGreedy,0.8487
0.9,0.9,UCB,0.9284870000000001
0.9,0.9,ThompsonSampling,0.89928487
0.9,0.9,Greedy,0.91
0.9,0.9,EpsilonGreedy,0.9290999999999999
0.9,0.9,UCB,0.9392910000000001
0.9,0.9,ThompsonSampling,0.92939291
0.9,0.9,Greedy,0.91
0.9,0.9,EpsilonGreedy,0.9390999999999999
0.9,0.9,UCB,0.949391
0.9,0.9,ThompsonSampling,0.9194939099999999
0.9,0.9,Greedy,0.9
0.9,0.9,EpsilonGreedy,0.879
0.9,0.9,UCB,0.87879
0.9,0.9,ThompsonSampling,0.8987879000000001
